"filia";"for_what";"limit";"fact";"deviation";"date"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-28"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-28"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";11112;11653;4.8686105111591;"2021-12-28"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-28"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-28"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";15978;16814.22;5.23357116034548;"2021-12-28"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-28"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-28"
"ФК \МТМ\ Хортицького району";"виробництво тепла";10020;10883;8.6127744510978;"2021-12-28"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-28"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-28"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";7536;7632.00000000017;1.27388535032069;"2021-12-28"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-28"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-28"
"ФК \МТМ\ Олександрівського району";"виробництво тепла";8532;8704.4;2.02062822315989;"2021-12-29"
"ФК \МТМ\ Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-29"
"ФК \МТМ\ Олександрівського району";"загальновиробничі";208;208;0;"2021-12-29"
"ФК \МТМ\ Заводського району";"виробництво тепла";6758;6817.19;0.875850843444836;"2021-12-29"
"ФК \МТМ\ Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-29"
"ФК \МТМ\ Заводського району";"загальновиробничі";522;522;0;"2021-12-29"
"ФК \МТМ\ Комунарського району";"виробництво тепла";13880;13984.6;0.753602305475498;"2021-12-29"
"ФК \МТМ\ Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-29"
"ФК \МТМ\ Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-29"
"ФК \МТМ\ Дніпровського району";"виробництво тепла";11112;11835.1999999998;6.50827933765146;"2021-12-29"
"ФК \МТМ\ Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-29"
"ФК \МТМ\ Дніпровського району";"загальновиробничі";260;260;0;"2021-12-29"
"ФК \МТМ\ Вознесенівського району";"виробництво тепла";16238;17051.4999999998;5.00985343022442;"2021-12-29"
"ФК \МТМ\ Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-29"
"ФК \МТМ\ Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-29"
"ФК \МТМ\ Хортицького району";"виробництво тепла";10652;11443;7.42583552384528;"2021-12-29"
"ФК \МТМ\ Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-29"
"ФК \МТМ\ Хортицького району";"загальновиробничі";456;456;0;"2021-12-29"
"ФК \МТМ\ Шевченківського район";"виробництво тепла";8636;8975.99999999983;3.93700787401381;"2021-12-29"
"ФК \МТМ\ Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-29"
"ФК \МТМ\ Шевченківського район";"загальновиробничі";265;265;0;"2021-12-29"
"ФК \"МТМ\" Олександрівського району";"виробництво тепла";8358;8481.1;1.47284039243836;"2021-12-30"
"ФК \"МТМ\" Олександрівського району";"транспортування тепла";43532.7455583652;43597;0.147600250824187;"2021-12-30"
"ФК \"МТМ\" Олександрівського району";"загальновиробничі";208;208;0;"2021-12-30"
"ФК \"МТМ\" Заводського району";"виробництво тепла";7058;7140.52;1.16916973646926;"2021-12-30"
"ФК \"МТМ\" Заводського району";"транспортування тепла";10123;10190;0.661859132668186;"2021-12-30"
"ФК \"МТМ\" Заводського району";"загальновиробничі";522;522;0;"2021-12-30"
"ФК \"МТМ\" Комунарського району";"виробництво тепла";13647;13723;0.556898952150653;"2021-12-30"
"ФК \"МТМ\" Комунарського району";"транспортування тепла";15672;16145;3.0181214905564;"2021-12-30"
"ФК \"МТМ\" Комунарського району";"загальновиробничі";552;522;-5.43478260869565;"2021-12-30"
"ФК \"МТМ\" Дніпровського району";"виробництво тепла";10114;10796.8;6.75103816491993;"2021-12-30"
"ФК \"МТМ\" Дніпровського району";"транспортування тепла";39076;40190;2.85085474460027;"2021-12-30"
"ФК \"МТМ\" Дніпровського району";"загальновиробничі";260;260;0;"2021-12-30"
"ФК \"МТМ\" Вознесенівського району";"виробництво тепла";16972;17895.62;5.44202215413594;"2021-12-30"
"ФК \"МТМ\" Вознесенівського району";"транспортування тепла";65132;66456;2.03279493950745;"2021-12-30"
"ФК \"МТМ\" Вознесенівського району";"загальновиробничі";358;358;0;"2021-12-30"
"ФК \"МТМ\" Хортицького району";"виробництво тепла";10152;10723;5.62450748620962;"2021-12-30"
"ФК \"МТМ\" Хортицького району";"транспортування тепла";29974;30963;3.2995262560886;"2021-12-30"
"ФК \"МТМ\" Хортицького району";"загальновиробничі";456;456;0;"2021-12-30"
"ФК \"МТМ\" Шевченківського район";"виробництво тепла";8612;8682.00000000004;0.812819321876868;"2021-12-30"
"ФК \"МТМ\" Шевченківського район";"транспортування тепла";21826;21892;0.302391642994593;"2021-12-30"
"ФК \"МТМ\" Шевченківського район";"загальновиробничі";265;265;0;"2021-12-30"
